No,Day,Month,Year,Qobs_0000000001,Qsim_0000000001,Qobs_0000000002,Qsim_0000000002,Qobs_0000000003,Qsim_0000000003,Qobs_0000000004,Qsim_0000000004
1839,12,1,2021,,0.5506017,,0.4047924,,0.0787605,4.281,2.4477839
1840,13,1,2021,,1.4531199,,0.8980731,,0.1442122,5.319,4.7819368
1841,14,1,2021,,2.1771059,,1.4064544,,0.7646024,13.084,16.9524279
1842,15,1,2021,,2.1858144,,1.4034733,,0.8474608,27.425,21.8486536
1843,16,1,2021,,1.7216938,,1.156045,,0.5161595,14.484,12.8938192
1844,17,1,2021,,1.5450755,,1.0364667,,0.353066,10.989,9.2669426
1845,18,1,2021,,1.3332066,,0.9033499,,0.2615347,9.493,7.1982832
1846,19,1,2021,,1.144925,,0.7884693,,0.2058169,8.459,5.8609875
1847,20,1,2021,,1.0725399,,0.7604845,,0.3231094,7.772,8.5736663
1848,21,1,2021,,1.1436514,,0.7972105,,0.3643074,7.811,12.7348268
1849,22,1,2021,,2.0567879,,1.3797264,,0.6562858,29.855,18.6931688
1850,23,1,2021,,2.4038879,,1.6467331,,0.7745978,28.976,21.5611041
1851,24,1,2021,,1.9882483,,1.4100617,,0.5380697,18.455,14.657278
1852,25,1,2021,,1.7981989,,1.2539799,,0.3694615,13.93,10.43149
1853,26,1,2021,,1.5223659,,1.0559186,,0.2745188,11.101,8.0179603
1854,27,1,2021,,1.2659067,,0.8992092,,0.2169011,9.909,6.4888684
1855,28,1,2021,,3.3677705,,2.1483251,,0.9225473,31.648,23.6388356
1856,29,1,2021,,5.7718981,,3.4727813,,1.8894379,84.046,45.2459088
1857,30,1,2021,,6.4355461,,3.9834959,,1.9233865,48.767,47.122421
1858,31,1,2021,,4.9776617,,3.0879398,,1.1624925,33.584,30.9253193
1859,1,2,2021,,5.3234458,,3.2554642,,1.2206262,35.915,29.3051852
1860,2,2,2021,,5.1310329,,3.0919184,,1.1611481,32.496,30.3253885
1861,3,2,2021,,4.878255,,3.0535284,,0.951695,29.257,25.0078233
1862,4,2,2021,,4.1870819,,2.6410621,,0.7280137,25.96,20.0894459
1863,5,2,2021,,2.7551018,,1.8394215,,0.4827663,17.556,13.0805441
1864,6,2,2021,,2.0719524,,1.4975678,,0.3581879,14.59,9.8751563
1865,7,2,2021,,1.835844,,1.3780965,,0.4174422,14.452,10.1251764
1866,8,2,2021,,1.5988044,,1.2394184,,0.4025917,14.61,10.0858204
1867,9,2,2021,,1.5148765,,1.173283,,0.3442824,12.693,8.7950042
1868,10,2,2021,,1.7760786,,1.3663288,,0.3843948,12.763,9.7157538
1869,11,2,2021,,1.5959192,,1.2571123,,0.347655,13.166,9.0489655
1870,12,2,2021,,1.3402936,,1.0670909,,0.2711288,10.92,7.2506693
1871,13,2,2021,,1.1595215,,0.9254889,,0.2229857,9.484,6.0870994
1872,14,2,2021,,1.0241914,,0.8168679,,0.1909424,8.506,5.2814114
1873,15,2,2021,,0.9735763,,0.7723467,,0.1745837,8.052,4.9990455
1874,16,2,2021,,0.92268,,0.7465119,,0.1840442,7.852,5.2835469
1875,17,2,2021,,0.8402338,,0.6798659,,0.1636212,7.812,4.7877847
1876,18,2,2021,,0.774172,,0.6230785,,0.1481345,7.479,4.2661395
1877,19,2,2021,,0.7215229,,0.5775566,,0.1364707,6.957,3.897135
1878,20,2,2021,,0.6791383,,0.5408868,,0.1274115,6.566,3.6201701
1879,21,2,2021,,0.6447211,,0.5111351,,0.1201743,6.238,3.4040303
1880,22,2,2021,,0.616564,,0.4868393,,0.1142428,5.928,3.2306872
1881,23,2,2021,,0.593374,,0.4668799,,0.1092671,5.61,3.0886312
1882,24,2,2021,,0.5741566,,0.4503906,,0.1050051,5.375,2.9700617
1883,25,2,2021,,0.5581385,,0.4366949,,0.1012855,5.292,2.8694818
1884,26,2,2021,,0.5447121,,0.4252606,,0.0979853,5.095,2.7829091
1885,27,2,2021,,0.5333963,,0.4156657,,0.0950147,4.901,2.7073961
1886,28,2,2021,,0.5238076,,0.4075738,,0.0923071,4.812,2.6407244
1887,1,3,2021,,0.5156381,,0.4007151,,0.0898128,4.652,2.5812007
1888,2,3,2021,,0.5086395,,0.3948721,,0.0874939,4.484,2.5275166
1889,3,3,2021,,0.5026105,,0.3898687,,0.0853214,4.328,2.4786512
1890,4,3,2021,,0.4973914,,0.3855716,,0.0835336,4.297,2.4370112
1891,5,3,2021,,0.4928726,,0.3820887,,0.0817889,4.212,2.3996487
1892,6,3,2021,,0.4888873,,0.3788875,,0.0798939,4.071,2.3603216
1893,7,3,2021,,0.4853644,,0.3760025,,0.0782211,4.004,2.3323859
1894,8,3,2021,,0.4858368,,0.3798953,,0.0768154,4.101,2.3212967
1895,9,3,2021,,0.4855021,,0.383079,,0.0751827,3.881,2.2902702
1896,10,3,2021,,0.4821418,,0.3793771,,0.0735298,3.711,2.2542245
1897,11,3,2021,,0.5382705,,0.4298692,,0.1371496,3.902,3.1641628
1898,12,3,2021,,0.6228466,,0.4873923,,0.175004,6.057,4.3891559
1899,13,3,2021,,0.8132043,,0.6569272,,0.1886601,4.663,4.6696994
1900,14,3,2021,,1.2215459,,0.9310484,,0.2495205,6.697,6.3967829
1901,15,3,2021,,1.6558091,,1.1928998,,0.3684258,7.963,9.0617709
1902,16,3,2021,,1.5691272,,1.1451368,,0.3949124,9.821,9.9845911
1903,17,3,2021,,1.3828306,,1.0452464,,0.353029,9.277,8.7972696
1904,18,3,2021,,1.2098982,,0.9258462,,0.2893428,9.157,7.4808432
1905,19,3,2021,,1.0510088,,0.8144685,,0.2258109,8.1,5.9671354
1906,20,3,2021,,0.9340527,,0.7269791,,0.1826982,7.052,4.9557654
1907,21,3,2021,,0.8444789,,0.6589819,,0.1558465,6.264,4.3053364
1908,22,3,2021,,0.774729,,0.6052135,,0.1376833,5.88,3.8692074
1909,23,3,2021,,0.7195314,,0.5620268,,0.1224561,5.666,3.5573861
1910,24,3,2021,,0.6753363,,0.5272559,,0.110715,5.432,3.4410087
1911,25,3,2021,,0.6396081,,0.4990447,,0.1018294,5.069,3.572231
1912,26,3,2021,,0.6104896,,0.4760003,,0.0949239,4.88,3.3647026
1913,27,3,2021,,0.636351,,0.5139045,,0.1717301,9.182,4.1631366
1914,28,3,2021,,0.6664585,,0.5522829,,0.2093631,6.911,5.2275812
1915,29,3,2021,,0.6310811,,0.5179143,,0.1698093,5.483,4.19115
1916,30,3,2021,,0.6023762,,0.4907676,,0.1435703,4.968,3.6241479
1917,31,3,2021,,0.5791369,,0.468719,,0.1252441,4.752,3.2565662
1918,1,4,2021,,0.5601089,,0.4506721,,0.1119925,4.476,2.9977975
1919,2,4,2021,,0.5443904,,0.4357997,,0.1021132,4.222,2.8060512
1920,3,4,2021,,0.5313071,,0.423467,,0.0945424,4.032,2.6586304
1921,4,4,2021,,0.5203427,,0.4131808,,0.0885921,3.793,2.5419586
1922,5,4,2021,,0.5111049,,0.4045596,,0.0838047,3.652,2.4474707
1923,6,4,2021,,0.5032618,,0.3972869,,0.079868,3.607,2.3692384
1924,7,4,2021,,0.4965606,,0.3911181,,0.0765647,3.57,2.3033895
1925,8,4,2021,,0.4908176,,0.3858603,,0.0737413,3.42,2.2480954
1926,9,4,2021,,0.4858515,,0.3813546,,0.0712851,3.292,2.2001783
1927,10,4,2021,,0.4815265,,0.3774721,,0.069115,3.219,2.1563019
1928,11,4,2021,,0.4889506,,0.4261535,,0.1288904,3.313,2.9685096
1929,12,4,2021,,0.6516166,,0.603541,,0.201997,8.358,4.93836
1930,13,4,2021,,0.5758518,,0.5331964,,0.2010183,6.327,4.6809962
1931,14,4,2021,,0.5348023,,0.4958312,,0.1659657,4.831,3.9363029
1932,15,4,2021,,0.5216515,,0.4714769,,0.1384037,4.223,3.3938752
1933,16,4,2021,,0.5107872,,0.4516707,,0.1193649,3.873,3.0415609
1934,17,4,2021,,0.5017161,,0.4354525,,0.1057396,3.634,2.8052039
1935,18,4,2021,,0.4940765,,0.422087,,0.0956843,3.453,2.6379244
1936,19,4,2021,,0.4875925,,0.4110054,,0.0880568,3.313,2.5079409
1937,20,4,2021,,0.4820494,,0.4017637,,0.0821239,3.176,2.4031954
1938,21,4,2021,,0.4825779,,0.3969849,,0.0774012,3.221,2.3253243
1939,22,4,2021,,0.4818733,,0.3935693,,0.0735587,3.012,2.2546236
1940,23,4,2021,,0.4757713,,0.3869913,,0.0703682,2.887,2.1842598
1941,24,4,2021,,0.471665,,0.3814046,,0.0676687,2.801,2.1267916
1942,25,4,2021,,0.4680781,,0.3766519,,0.0653441,2.685,2.0779594
1943,26,4,2021,,0.4650108,,0.372668,,0.0639555,2.667,2.0483314
1944,27,4,2021,,0.462286,,0.369218,,0.0626003,2.585,2.0239171
1945,28,4,2021,,0.4607188,,0.3681449,,0.0724275,2.496,2.1553353
1946,29,4,2021,,0.4603721,,0.3706586,,0.0798092,3.87,2.420601
1947,30,4,2021,,0.7887448,,0.567971,,0.1024572,4.166,3.254233
1948,1,5,2021,,1.1114348,,0.8034491,,0.1800032,5.446,5.1012617
1949,2,5,2021,,0.7042391,,0.5899216,,0.1988451,8.869,5.4283067
1950,3,5,2021,,0.5882296,,0.5167855,,0.1694272,6.4,4.664371
1951,4,5,2021,,0.55725,,0.4836583,,0.1375906,4.79,3.7808128
1952,5,5,2021,,0.5456916,,0.4704694,,0.1479581,6.75,3.7869024
1953,6,5,2021,,0.9712806,,0.7789507,,0.4489371,12.612,9.792913
1954,7,5,2021,,0.771924,,0.6764603,,0.6158585,33.831,14.1101804
1955,8,5,2021,,0.6627542,,0.6061213,,0.45591,16.071,10.0386363
1956,9,5,2021,,0.6182822,,0.5552651,,0.3110095,9.835,6.8221797
1957,10,5,2021,,1.3871654,,0.9032828,,0.3872622,10.07,8.8839102
1958,11,5,2021,,2.4188892,,1.4247877,,0.6780179,20.24,15.5264956
1959,12,5,2021,,2.0538,,1.2028433,,0.6169721,18.223,15.2879867
1960,13,5,2021,,1.549767,,0.9947818,,0.404124,11.059,10.3575605
1961,14,5,2021,,1.3060815,,0.8655736,,0.2893875,8.786,7.8880766
1962,15,5,2021,,1.3940184,,0.9171294,,0.3232404,7.926,8.5625053
1963,16,5,2021,,2.6236254,,1.7687967,,0.5558713,18.689,14.8294915
1964,17,5,2021,,2.7854038,,1.8574301,,0.7146983,24.94,18.6107239
1965,18,5,2021,,2.1893928,,1.541873,,0.6520608,26.462,16.1266776
1966,19,5,2021,,1.7855457,,1.3712008,,0.5225824,18.414,13.1911103
1967,20,5,2021,,1.5357281,,1.2209974,,0.389221,14.395,10.4292335
1968,21,5,2021,,2.3796044,,1.847434,,0.8376134,12.587,17.8332693
1969,22,5,2021,,2.4954348,,1.9796442,,1.0340084,40.673,24.4905639
1970,23,5,2021,,1.9052305,,1.5718498,,0.6809723,21.769,15.7885739
1971,24,5,2021,,1.6815385,,1.4248856,,0.5003091,14.774,12.3056904
1972,25,5,2021,,1.5104432,,1.2830135,,0.3772416,12.691,10.0878442
1973,26,5,2021,,1.2863133,,1.0868665,,0.2819494,10.033,7.9044907
1974,27,5,2021,,1.121828,,0.9408903,,0.2238285,8.535,6.4855086
1975,28,5,2021,,0.9956805,,0.8283517,,0.186143,7.298,5.5046928
1976,29,5,2021,,0.8972308,,0.7405052,,0.1605001,6.503,4.7994392
1977,30,5,2021,,0.8194028,,0.6712237,,0.1423298,5.92,4.2767225
1978,31,5,2021,,0.7572466,,0.6160983,,0.1289931,5.497,3.8796654
1979,1,6,2021,,0.7071825,,0.5718923,,0.1188918,5.095,3.57173
1980,2,6,2021,,0.66656,,0.5362265,,0.1110198,4.753,3.3299334
1981,3,6,2021,,0.6333809,,0.5072203,,0.1047228,4.546,3.1462772
1982,4,6,2021,,0.6693994,,0.8785279,,0.1474333,4.587,3.7873353
1983,5,6,2021,,1.2099336,,1.3923544,,0.2511958,8.524,6.3506298
1984,6,6,2021,,0.9447344,,1.1741839,,0.2390473,5.799,6.0744815
1985,7,6,2021,,0.8008271,,0.9946834,,0.2068081,4.731,5.2212204
1986,8,6,2021,,0.7576892,,1.1279867,,0.1853944,4.843,4.8362978
1987,9,6,2021,,0.722937,,1.0781959,,0.2107082,4.873,5.0036493
1988,10,6,2021,,0.6733075,,0.9341775,,0.2060676,5.34,4.9633569
1989,11,6,2021,,0.6369016,,0.8221092,,0.1697435,4.171,4.2131297
1990,12,6,2021,,0.6077578,,0.7367816,,0.145667,3.713,3.7345498
1991,13,6,2021,,0.5841173,,0.6695694,,0.128816,3.411,3.3926951
1992,14,6,2021,,0.5647449,,0.6160182,,0.1165512,3.267,3.1391501
1993,15,6,2021,,0.5487361,,0.5729752,,0.1073187,3.127,2.945286
1994,16,6,2021,,0.5354094,,0.5381242,,0.1001585,2.935,2.7931863
1995,17,6,2021,,0.7214864,,0.616153,,0.1668673,3.341,4.3575557
1996,18,6,2021,,0.6384266,,0.6126114,,0.1565411,7.63,4.1398187
1997,19,6,2021,,0.5559634,,0.557319,,0.1344643,3.216,3.5472729
1998,20,6,2021,,0.8246422,,0.7907351,,0.2070821,5.586,5.11992
1999,21,6,2021,,1.4743542,,1.0332181,,0.5286809,7.163,8.8079065
2000,22,6,2021,,2.5867747,,1.6725617,,1.3146858,18.869,15.645761
2001,23,6,2021,,2.5437448,,1.6160953,,1.6434706,11.534,19.5212346
2002,24,6,2021,,2.3126993,,2.0198099,,1.8465355,16.579,22.4113902
2003,25,6,2021,,1.8669829,,2.0199554,,1.4934185,29.277,20.2715421
2004,26,6,2021,,1.5071594,,1.5079852,,0.8202114,12.312,12.8608423
2005,27,6,2021,,1.2922006,,1.2463826,,0.5177536,8.466,9.1451094
2006,28,6,2021,,2.4986547,,1.8057984,,0.9423289,8.035,14.0831209
2007,29,6,2021,,4.0184079,,3.2980586,,1.5605584,26.133,25.8852178
2008,30,6,2021,,3.4600456,,3.2529584,,1.2072682,28.736,23.2257405
2009,1,7,2021,,2.3242994,,2.1966759,,0.7155873,15.468,14.5314841
2010,2,7,2021,,1.828401,,1.657824,,0.4747175,10.867,10.3254184
2011,3,7,2021,,1.5637758,,1.3996174,,0.3906482,8.816,8.5419721
2012,4,7,2021,,1.3822204,,1.2146312,,0.3498537,8.053,7.7292606
2013,5,7,2021,,1.1971496,,1.0468802,,0.273676,7.048,6.3910797
2014,6,7,2021,,1.9548904,,1.6312558,,0.5632099,7.812,11.1631081
2015,7,7,2021,,2.1704488,,1.8379305,,0.7429029,17.707,16.4381224
2016,8,7,2021,,2.5501318,,2.4200058,,1.1352256,22.921,25.4142356
2017,9,7,2021,,2.2953707,,2.3243509,,1.060587,24.874,27.2177347
2018,10,7,2021,,2.0432962,,1.978057,,0.9045523,13.302,19.1231736
2019,11,7,2021,,1.8610163,,1.7375324,,0.752658,17.536,16.6040396
2020,12,7,2021,,3.0008389,,2.2821697,,1.1045459,11.92,21.8043266
2021,13,7,2021,,6.9346453,,5.9696125,,3.0454167,114.31,55.7388609
2022,14,7,2021,,8.1786837,,7.5311331,,3.187885,35.949,63.0823279
2023,15,7,2021,,7.3030031,,6.6770345,,2.6711627,60.456,52.1258841
2024,16,7,2021,,5.9593246,,5.2949163,,2.0025014,44.533,45.8798514
2025,17,7,2021,,4.0991156,,3.5389762,,1.0744933,22.728,28.3796222
2026,18,7,2021,,2.7515226,,2.3628942,,0.6532642,15.796,16.663511
2027,19,7,2021,,2.077204,,1.7639115,,0.4589296,12.357,11.7875372
2028,20,7,2021,,1.732131,,1.4710854,,0.3503095,10.291,9.2593378
2029,21,7,2021,,1.4797746,,1.2536016,,0.2842921,8.93,7.6275792
2030,22,7,2021,,1.2877998,,1.0869801,,0.2414946,7.98,6.5065699
2031,23,7,2021,,1.1393947,,0.95772,,0.2122549,7.263,5.7032412
2032,24,7,2021,,1.5437797,,1.2281871,,0.3080998,7.188,7.7374353
2033,25,7,2021,,2.3596023,,1.6376761,,0.4054148,10.907,10.6322637
2034,26,7,2021,,2.3258082,,1.3848953,,0.3508821,7.78,8.9398228
2035,27,7,2021,,1.8924712,,1.1577484,,0.335063,6.637,7.5711968
2036,28,7,2021,,1.8953326,,1.1894371,,0.3886725,8.675,7.9558749
2037,29,7,2021,,1.7223001,,1.1031457,,0.3447632,6.941,7.6953206
2038,30,7,2021,,1.6581722,,1.1854625,,0.2759434,6.676,6.77062
2039,31,7,2021,,2.3632104,,1.6039867,,0.404549,6.456,8.6236086
2040,1,8,2021,,2.7522836,,1.9942284,,0.6695322,12.043,13.1617493
2041,2,8,2021,,2.3049851,,1.7834447,,0.6061494,9.87,12.5316354
2042,3,8,2021,,1.8977296,,1.5704009,,0.5836974,7.508,11.0880052
2043,4,8,2021,,2.3947429,,2.0471808,,0.9384777,14.061,17.091606
2044,5,8,2021,,2.2843624,,1.9424916,,0.892154,21.148,17.9974399
2045,6,8,2021,,1.8192828,,1.5535188,,0.5748751,11.989,12.0629604
2046,7,8,2021,,3.1495866,,2.7237185,,1.2495231,23.859,22.5668805
2047,8,8,2021,,3.4293807,,3.0571621,,1.3529625,27.769,29.4995223
2048,9,8,2021,,2.3334266,,2.0705132,,0.7492871,13.856,16.3657458
2049,10,8,2021,,1.8836835,,1.6507684,,0.5067632,10.536,11.6590663
2050,11,8,2021,,1.5862712,,1.3893925,,0.3764006,8.616,9.1024889
2051,12,8,2021,,1.3739302,,1.1978363,,0.2994119,7.482,7.553227
2052,13,8,2021,,1.2138428,,1.0504736,,0.2505187,6.775,6.5004836
2053,14,8,2021,,1.0859757,,0.9328586,,0.2176906,6.149,5.7004948
2054,15,8,2021,,0.985804,,0.8406352,,0.2083541,5.721,5.3692168
2055,16,8,2021,,0.9064929,,0.7677245,,0.2066066,6.073,5.5758103
2056,17,8,2021,,0.843136,,0.7095741,,0.191732,5.613,5.3177193
2057,18,8,2021,,0.7920336,,0.6627324,,0.1746805,5.234,4.6752073
2058,19,8,2021,,0.7505093,,0.6247834,,0.1617315,4.976,4.2592245
2059,20,8,2021,,0.7165629,,0.5938735,,0.1516394,4.769,3.9615662
2060,21,8,2021,,0.6886397,,0.568549,,0.1435357,4.468,3.73583
2061,22,8,2021,,0.7509055,,0.5791671,,0.1379248,4.77,4.1216235
2062,23,8,2021,,0.7565261,,0.582044,,0.1328254,4.469,4.5709958
2063,24,8,2021,,0.6995966,,0.5552893,,0.1276402,4.175,3.89225
2064,25,8,2021,,0.6740506,,0.5366128,,0.1231244,4.101,3.5713679
2065,26,8,2021,,0.6529365,,0.5210896,,0.1191219,4.024,3.3694401
2066,27,8,2021,,0.6353725,,0.5081213,,0.1155204,3.812,3.2247457
2067,28,8,2021,,0.6206727,,0.4972328,,0.1122374,3.641,3.1128426
2068,29,8,2021,,0.6082984,,0.4880444,,0.1092115,3.54,3.0218261
2069,30,8,2021,,0.597822,,0.4802517,,0.1063965,3.481,2.945096
2070,31,8,2021,,0.5889021,,0.4736088,,0.1037574,3.369,2.8786517
2071,1,9,2021,,0.5812639,,0.4679163,,0.101267,3.244,2.8199054
2072,2,9,2021,,0.5746854,,0.463012,,0.0989042,3.136,2.7670992
2073,3,9,2021,,0.5689861,,0.4587636,,0.0966524,3.021,2.7189929
2074,4,9,2021,,0.5640185,,0.4550621,,0.0944985,2.909,2.6746847
2075,5,9,2021,,0.559662,,0.4518182,,0.0924317,2.804,2.6335029
2076,6,9,2021,,0.5558173,,0.4489581,,0.0904435,2.707,2.5949367
2077,7,9,2021,,0.5524022,,0.4464207,,0.088527,2.636,2.5585911
2078,8,9,2021,,0.5493489,,0.4441552,,0.0866762,2.61,2.5241562
2079,9,9,2021,,0.546612,,0.4421193,,0.0849097,2.583,2.4923216
2080,10,9,2021,,0.5441567,,0.4402778,,0.0832063,2.692,2.4624628
2081,11,9,2021,,0.5418829,,0.4386013,,0.0815243,2.679,2.4323467
2082,12,9,2021,,0.5397932,,0.4370649,,0.0798922,2.569,2.4033526
2083,13,9,2021,,0.5378633,,0.435648,,0.0783083,2.479,2.3753682
2084,14,9,2021,,0.5360718,,0.4343581,,0.0767802,2.391,2.3488657
2085,15,9,2021,,0.5345477,,0.4334072,,0.075519,2.478,2.3314419
2086,16,9,2021,,0.8969949,,0.7820537,,0.2033726,6.261,4.433148
2087,17,9,2021,,0.6060926,,0.4739965,,0.1309777,4.884,3.1394578
2088,18,9,2021,,0.5477053,,0.4498429,,0.1153731,3.109,2.7296787
2089,19,9,2021,,1.1351387,,0.8652293,,0.2184679,5.753,4.7130566
2090,20,9,2021,,0.7181812,,0.5763021,,0.2353595,5.442,4.7619957
2091,21,9,2021,,0.6059782,,0.5137275,,0.1936426,4.152,4.0174057
2092,22,9,2021,,0.5873463,,0.4958473,,0.159458,3.434,3.4575171
2093,23,9,2021,,0.5752285,,0.4835827,,0.1365026,3.158,3.1325567
2094,24,9,2021,,0.5655751,,0.473545,,0.1203691,2.984,2.9088593
2095,25,9,2021,,0.5576947,,0.4652268,,0.10863,2.812,2.7462302
2096,26,9,2021,,0.5542397,,0.4623311,,0.104287,3.012,2.6873359
2097,27,9,2021,,0.5521371,,0.4604212,,0.1005321,2.93,2.6612228
2098,28,9,2021,,0.5463242,,0.4541077,,0.0934593,2.638,2.5538147
2099,29,9,2021,,0.5414194,,0.4488598,,0.0893051,2.654,2.4856549
2100,30,9,2021,,0.5372086,,0.4443451,,0.0856872,2.596,2.4326098
2101,1,10,2021,,0.5334961,,0.440373,,0.081667,2.546,2.3671858
2102,2,10,2021,,0.530245,,0.4369315,,0.0821258,2.581,2.3382439
2103,3,10,2021,,0.6834989,,0.4933615,,0.1123243,2.743,2.8768842
2104,4,10,2021,,1.1233891,,0.6994911,,0.1638439,5.888,4.2911713
2105,5,10,2021,,0.8945621,,0.6280872,,0.2591648,5.651,5.1380688
2106,6,10,2021,,0.7102744,,0.5411196,,0.2675547,6.269,5.0906094
2107,7,10,2021,,0.6386589,,0.5027565,,0.2128191,5.062,4.2638724
2108,8,10,2021,,0.6148176,,0.4861441,,0.170132,4.057,3.652185
2109,9,10,2021,,0.5962718,,0.4743108,,0.1422679,3.555,3.2636255
2110,10,10,2021,,0.5813829,,0.4645659,,0.1231628,3.318,2.9911779
2111,11,10,2021,,0.5692305,,0.4564608,,0.1095544,3.165,2.7915627
2112,12,10,2021,,0.5591845,,0.449662,,0.0995389,3.031,2.6402467
2113,13,10,2021,,0.5507929,,0.4439477,,0.0925011,2.906,2.5292944
2114,14,10,2021,,0.5437165,,0.4390681,,0.0867921,2.859,2.440859
2115,15,10,2021,,0.5376977,,0.4348665,,0.0819291,2.819,2.3615074
2116,16,10,2021,,0.5325384,,0.4312398,,0.0779832,2.77,2.2956979
2117,17,10,2021,,0.5280818,,0.428088,,0.074713,2.716,2.2403989
2118,18,10,2021,,0.5242032,,0.4253302,,0.071949,2.664,2.1931663
2119,19,10,2021,,0.5208025,,0.4229005,,0.0695701,2.613,2.1522173
2120,20,10,2021,,0.5177986,,0.420745,,0.0674885,2.556,2.1162281
2121,21,10,2021,,0.5180277,,0.4243342,,0.0704432,3.275,2.1616219
2122,22,10,2021,,0.5191639,,0.4280485,,0.0729649,2.873,2.2413925
2123,23,10,2021,,0.5161985,,0.4234877,,0.0699101,2.647,2.1688436
2124,24,10,2021,,0.5134113,,0.4208773,,0.0673121,2.597,2.1223474
2125,25,10,2021,,0.5109226,,0.4185771,,0.065086,2.606,2.0823883
2126,26,10,2021,,0.5086853,,0.4165384,,0.0631605,2.559,2.0477634
2127,27,10,2021,,0.5066588,,0.4147142,,0.0614472,2.537,2.0171027
2128,28,10,2021,,0.5048098,,0.4130695,,0.0599054,2.555,1.9895184
2129,29,10,2021,,0.5031107,,0.4115773,,0.0585057,2.573,1.9645812
2130,30,10,2021,,0.5033766,,0.4113897,,0.0586446,2.625,1.9690773
2131,31,10,2021,,0.5052302,,0.412065,,0.0594425,2.928,2.0032335
2132,1,11,2021,,1.2851263,,0.847312,,0.2546469,10.47,5.8075217
2133,2,11,2021,,0.7786213,,0.5688061,,0.3275306,9.03,6.6043749
2134,3,11,2021,,0.8169029,,0.5910361,,0.2951487,7.269,6.1762731
2135,4,11,2021,,0.709045,,0.5295538,,0.2411468,7.008,5.4423913
2136,5,11,2021,,0.6492962,,0.4997275,,0.1862418,5.353,4.4726585
2137,6,11,2021,,0.6179976,,0.4818472,,0.1499041,4.353,3.814602
2138,7,11,2021,,0.5957335,,0.4681418,,0.1257657,3.943,3.3667289
2139,8,11,2021,,0.577802,,0.4568861,,0.1090388,3.631,3.0447563
2140,9,11,2021,,0.5631706,,0.4475651,,0.0970362,3.377,2.8039585
2141,10,11,2021,,0.5511049,,0.4397879,,0.0881597,3.28,2.6207009
2142,11,11,2021,,0.541064,,0.4332529,,0.0814163,3.225,2.47814
2143,12,11,2021,,0.53264,,0.4277246,,0.0761666,3.12,2.3651004
2144,13,11,2021,,0.525535,,0.4230201,,0.0719887,3.044,2.2765279
2145,14,11,2021,,0.5197911,,0.4193232,,0.0692323,2.959,2.213947
2146,15,11,2021,,0.5147226,,0.4160819,,0.0669513,2.875,2.1564369
2147,16,11,2021,,0.510161,,0.4129722,,0.0643531,2.786,2.1006465
2148,17,11,2021,,0.5061993,,0.4102564,,0.0621401,2.74,2.0532617
2149,18,11,2021,,0.5027354,,0.4078685,,0.0602233,2.679,2.0126221
2150,19,11,2021,,0.4996857,,0.4057546,,0.0585373,2.626,1.9773219
2151,20,11,2021,,0.4969817,,0.4038702,,0.0570333,2.618,1.9462917
2152,21,11,2021,,0.4945675,,0.4021786,,0.0556746,2.636,1.9187092
2153,22,11,2021,,0.4924411,,0.4007049,,0.0544336,2.626,1.8940213
2154,23,11,2021,,0.4905943,,0.3994023,,0.053289,2.537,1.8718263
2155,24,11,2021,,0.4887787,,0.3981069,,0.0522227,2.502,1.8512359
2156,25,11,2021,,0.4871214,,0.396915,,0.0512235,2.509,1.832472
2157,26,11,2021,,0.4857578,,0.3959787,,0.050919,2.565,1.8284281
2158,27,11,2021,,0.4850057,,0.3956243,,0.0519157,2.679,1.8523251
2159,28,11,2021,,0.4847476,,0.3952753,,0.0518435,2.799,1.8693961
2160,29,11,2021,,0.4841066,,0.3945284,,0.0506204,2.7,1.8512091
2161,30,11,2021,,0.4829531,,0.3936292,,0.0494849,2.527,1.8265982
2162,1,12,2021,,0.5230999,,0.4256491,,0.1079973,2.734,2.8781553
2163,2,12,2021,,0.5915589,,0.4725854,,0.1083293,8.64,3.2453035
2164,3,12,2021,,0.5222337,,0.4191674,,0.0927862,6.745,2.8119919
2165,4,12,2021,,1.6205319,,1.061114,,0.591802,29.125,10.8083215
2166,5,12,2021,,1.2648228,,0.7880583,,0.7157246,28.837,14.6075097
2167,6,12,2021,,1.0114504,,0.6776947,,0.4423065,13.091,9.8469065
2168,7,12,2021,,0.9391997,,0.6449638,,0.3275515,9.995,7.7937399
2169,8,12,2021,,1.6235897,,0.9834065,,0.3824853,21.919,10.0105041
2170,9,12,2021,,1.3872185,,0.7901513,,0.3435579,16.44,9.9151408
2171,10,12,2021,,1.4448145,,0.8072813,,0.2392363,12.077,7.3180819
2172,11,12,2021,,1.3262051,,0.7367594,,0.1812137,10.036,5.8307024
2173,12,12,2021,,1.1126643,,0.6489283,,0.1458078,8.631,4.8239489
2174,13,12,2021,,0.960923,,0.592946,,0.1227494,7.867,4.1525628
2175,14,12,2021,,0.8574533,,0.5528535,,0.1086964,7.285,3.8741457
2176,15,12,2021,,0.7816588,,0.5223844,,0.0987255,6.917,3.9084717
2177,16,12,2021,,0.7895655,,0.5211653,,0.0897135,6.483,3.5727598
2178,17,12,2021,,0.781173,,0.5073769,,0.0828965,6.228,3.1462976
2179,18,12,2021,,0.7137152,,0.4809973,,0.0775994,6.086,2.8641568
2180,19,12,2021,,0.6704641,,0.4650778,,0.0733809,5.888,2.7419364
